0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,73.623,0,71.529,0,56.871,0,69.435,0,71.529,0,77.811,0,73.623,0,58.965,0,54.777,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,65.247,0,75.717,0,71.529,0,75.717,0,77.811,0,73.623,0,73.623,0,81.999,0,65.247,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,56.871,0,73.623,0,61.059,0,69.435,0,75.717,0,73.623,0,48.495,0,77.811,0,65.247,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,58.965,0,71.529,0,81.999,0,81.999,0,77.811,0,73.623,0,69.435,0,75.717,0,61.059,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,75.717,0,86.187,0,88.281,0,75.717,0,84.093,0,73.623,0,84.093,0,81.999,0,71.529,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,77.811,0,90.375,0,75.717,0,73.623,0,69.435,0,77.811,0,81.999,0,61.059,0,77.811,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,77.811,0,84.093,0,84.093,0,86.187,0,73.623,0,79.905,0,79.905,0,81.999,0,69.435,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,77.811,0,84.093,0,77.811,0,75.717,0,73.623,0,61.059,0,75.717,0,67.341,0,77.811,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,77.811,0,81.999,0,81.999,0,75.717,0,81.999,0,77.811,0,69.435,0,73.623,0,71.529,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63.153,0,65.247,0,73.623,0,69.435,0,69.435,0,71.529,0,77.811,0,81.999,0,69.435,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,73.623,0,86.187,0,75.717,0,79.905,0,73.623,0,63.153,0,75.717,0,81.999,0,73.623,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,75.717,0,84.093,0,75.717,0,77.811,0,73.623,0,81.999,0,56.871,0,79.905,0,71.529,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23.367,0,38.025,0,44.307,0,77.811,0,73.623,0,65.247,0,27.555,0,33.837,0,46.401,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27.555,0,61.059,0,44.307,0,31.743,0,44.307,0,50.589,0,35.931,0,38.025,0,31.743,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,31.743,0,42.213,0,42.213,0,44.307,0,46.401,0,48.495,0,31.743,0,35.931,0,44.307,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,48.495,0,52.683,0,31.743,0,33.837,0,31.743,0,31.743,0,38.025,0,31.743,0,50.589,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,35.931,0,52.683,0,31.743,0,31.743,0,31.743,0,31.743,0,44.307,0,38.025,0,33.837,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,44.307,0,35.931,0,38.025,0,35.931,0,44.307,0,31.743,0,54.777,0,50.589,0,31.743,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27.555,0,35.931,0,35.931,0,44.307,0,23.367,0,38.025,0,46.401,0,35.931,0,31.743,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
